latitude_airbase,longitude_airbase,latitude_pizzeria,longitude_pizzeria,distance
52.020949,4.393304,52.012892,4.373290,1640.6000702204717
52.020949,4.393304,52.013430,4.363525,2208.941396462561
52.020949,4.393304,52.014091,4.359047,2472.4826612095085

